simplified,traditional,pinyin,meaning,frequency,hsk_level,pos,radical,simplified_normalized,subtlex_word,subtlex_length,subtlex_pinyin,subtlex_pinyin_input,subtlex_w_count,subtlex_w_million,subtlex_log10w,subtlex_w_cd,subtlex_w_cd_percent,subtlex_log10cd,subtlex_dominant_pos,subtlex_dominant_pos_freq,subtlex_all_pos,subtlex_all_pos_freq,subtlex_eng_tran,subtlex_word_normalized
方案,方案,fāng àn,plan ; program (for action etc) ; proposal ; proposed bill,2126,4,n,方,方案,方案,2.0,fang1 an4,fangan,629.0,18.75,2.7987,394.0,6.31,2.5955,n,629.0,.n.,.629.,plan/program (for action etc)/proposal/proposed bill,方案
方便,方便,fāng biàn,(euphemism) to relieve oneself ; convenient ; having money to spare ; suitable ; to facilitate ; to make things easy,2014,2,"v,a,an",方,方便,方便,2.0,fang1 bian4,fangbian,983.0,29.3,2.9926,784.0,12.56,2.8943,v,594.0,.v.a.an.,.594.321.68.,convenient/to help out/to make things easy for people/convenience/suitable/having money to spare/(euphemism) to go to the toilet,方便
方便面,方便麵,fāng biàn miàn,instant noodles,16225,2,n,方,方便面,方便面,3.0,fang1 bian4 mian4,fangbianmian,32.0,0.95,1.5051,20.0,0.32,1.301,n,32.0,.n.,.32.,instant noodles,方便面
方法,方法,fāng fǎ,means ; method ; way,577,2,n,方,方法,方法,2.0,fang1 fa3,fangfa,4174.0,124.42,3.6206,2435.0,39.0,3.3865,n,4174.0,.n.,.4174.,method/way/means,方法
方方面面,方方面面,fāng fāng miàn miàn,all sides; all aspects ; multifaceted,18245,7,n,方,方方面面,方方面面,4.0,fang1 fang1 mian4 mian4,fangfangmianmian,29.0,0.86,1.4624,28.0,0.45,1.4472,n,29.0,.n.,.29.,all sides/all aspects/multi-faceted,方方面面
方面,方面,fāng miàn,aspect ; field ; respect ; side,601,2,n,方,方面,方面,2.0,fang1 mian4,fangmian,3015.0,89.88,3.4793,1985.0,31.8,3.2978,n,3015.0,.n.,.3015.,respect/aspect/field/side,方面
方式,方式,fāng shì,way; manner; style; mode; pattern,513,3,n,方,方式,方式,2.0,fang1 shi4,fangshi,4711.0,140.43,3.6731,2707.0,43.36,3.4325,n,4711.0,.n.,.4711.,way (of life)/pattern/style/mode/manner,方式
方向,方向,fāng xiàng,direction; orientation,1183,2,n,方,方向,方向,2.0,fang1 xiang4,fangxiang,2156.0,64.27,3.3336,1407.0,22.54,3.1483,n,2156.0,.n.,.2156.,direction/orientation/path to follow,方向
方向盘,方向盤,fāng xiàng pán,steering wheel,11228,7,n,方,方向盘,方向盘,3.0,fang1 xiang4 pan2,fangxiangpan,157.0,4.68,2.1959,124.0,1.99,2.0934,n,157.0,.n.,.157.,steering wheel,方向盘
方言,方言,Fāng yán | fāng yán,"dialect ; the first Chinese dialect dictionary, edited by Yang Xiong 扬雄 in 1st century, containing over 9000 characters ; topolect",12942,7,n,方,方言,方言,2.0,fang1 yan2,fangyan,55.0,1.64,1.7404,49.0,0.78,1.6902,n,55.0,.n.,.55.,dialect,方言
方针,方針,fāng zhēn,guidelines ; policy,10718,4,n,方,方针,方针,2.0,fang1 zhen1,fangzhen,46.0,1.37,1.6628,36.0,0.58,1.5563,n,46.0,.n.,.46.,policy/guidelines,方针
防,防,fáng,to defend ; to guard against ; to prevent ; to protect,2008,3,v,阝,防,防,1.0,fang2,fang,827.0,24.65,2.9175,654.0,10.48,2.8156,v,827.0,.v.,.827.,to protect/to defend/to guard (against),防
防盗,防盜,fáng dào,anti-theft ; to guard against theft,17252,7,"vn,v",阝,防盗,防盗,2.0,fang2 dao4,fangdao,41.0,1.22,1.6128,36.0,0.58,1.5563,vn,38.0,.vn.v.,.38.3.,#,防盗
防盗门,防盜門,fáng dào mén,security door,33898,7,n,阝,防盗门,防盗门,3.0,fang2 dao4 men2,fangdaomen,7.0,0.21,0.8451,7.0,0.11,0.8451,n,7.0,.n.,.7.,entrance door (for apartment),防盗门
防范,防範,fáng fàn,preventive ; to be on guard ; to guard against ; wariness,7713,6,"v,vn",阝,防范,防范,2.0,fang2 fan4,fangfan,113.0,3.37,2.0531,93.0,1.49,1.9685,v,81.0,.v.vn.,.81.32.,to guard,防范
防护,防護,fáng hù,to defend ; to protect,6699,7,"vn,v",阝,防护,防护,2.0,fang2 hu4,fanghu,260.0,7.75,2.415,162.0,2.59,2.2095,vn,212.0,.vn.v.,.212.48.,to defend/to protect,防护
防火墙,防火牆,fáng huǒ qiáng,firewall,13340,7,n,阝,防火墙,防火墙,3.0,fang2 huo3 qiang2,fanghuoqiang,135.0,4.02,2.1303,73.0,1.17,1.8633,n,135.0,.n.,.135.,firewall,防火墙
防守,防守,fáng shǒu,to defend ; to protect (against),3740,6,"v,vn",阝,防守,防守,2.0,fang2 shou3,fangshou,495.0,14.76,2.6946,179.0,2.87,2.2529,v,302.0,.v.vn.,.302.193.,defend/protect (against),防守
防卫,防衛,fáng wèi,defense ; defensive ; to defend,10458,7,"vn,v",阝,防卫,防卫,2.0,fang2 wei4,fangwei,207.0,6.17,2.316,142.0,2.27,2.1523,vn,169.0,.vn.v.,.169.38.,to defend/defensive/defense,防卫
防汛,防汛,fáng xùn,anti-flood (precautions) ; flood control,1000000,7,,阝,防汛,,,,,,,,,,,,,,,,
防疫,防疫,fáng yì,to prevent epidemics,31623,7,vn,阝,防疫,防疫,2.0,fang2 yi4,fangyi,4.0,0.12,0.6021,4.0,0.06,0.6021,vn,4.0,.vn.,.4.,disease prevention/protection against epidemic,防疫
防御,防禦,fáng yù,defense ; to defend,5137,7,"vn,v",阝,防御,防御,2.0,fang2 yu4,fangyu,381.0,11.36,2.5809,250.0,4.0,2.3979,vn,273.0,.vn.v.,.273.108.,defense,防御
防止,防止,fáng zhǐ,to guard against ; to prevent ; to take precautions,3244,3,v,阝,防止,防止,2.0,fang2 zhi3,fangzhi,436.0,13.0,2.6395,392.0,6.28,2.5933,v,436.0,.v.,.436.,to prevent/to guard against/to take precautions,防止
防治,防治,fáng zhì,prevention and cure ; to prevent and cure,16888,5,"vn,v",阝,防治,防治,2.0,fang2 zhi4,fangzhi,15.0,0.45,1.1761,15.0,0.24,1.1761,vn,10.0,.vn.v.,.10.5.,(prevention and) cure,防治
妨碍,妨礙,fáng ài,to hinder ; to obstruct,6742,7,"v,vn",女,妨碍,妨碍,2.0,fang2 ai4,fangai,508.0,15.14,2.7059,437.0,7.0,2.6405,v,507.0,.v.vn.,.507.1.,hinder/obstruct,妨碍
妨害,妨害,fáng hài,to be harmful to ; to jeopardize ; to undermine,29334,7,v,女,妨害,妨害,2.0,fang2 hai4,fanghai,19.0,0.57,1.2788,18.0,0.29,1.2553,v,19.0,.v.,.19.,to impair/damaging/harmful/a nuisance,妨害
房地产,房地產,fáng dì chǎn,real estate,3463,7,n,户,房地产,房地产,3.0,fang2 di4 chan3,fangdichan,288.0,8.59,2.4594,197.0,3.16,2.2945,n,288.0,.n.,.288.,real estate,房地产
房东,房東,fáng dōng,landlord,9478,3,n,户,房东,房东,2.0,fang2 dong1,fangdong,241.0,7.18,2.382,171.0,2.74,2.233,n,241.0,.n.,.241.,landlord,房东
房价,房價,fáng jià,cost of housing ; house price,15046,6,n,户,房价,房价,2.0,fang2 jia4,fangjia,18.0,0.54,1.2553,17.0,0.27,1.2304,n,18.0,.n.,.18.,house price/cost of housing,房价
房间,房間,fáng jiān,room,1357,1,n,户,房间,房间,2.0,fang2 jian1,fangjian,7208.0,214.87,3.8578,2973.0,47.62,3.4732,n,7208.0,.n.,.7208.,room,房间
房屋,房屋,fáng wū,building ; house,3692,3,n,户,房屋,房屋,2.0,fang2 wu1,fangwu,338.0,10.08,2.5289,233.0,3.73,2.3674,n,338.0,.n.,.338.,house/building,房屋
房子,房子,fáng zi,apartment ; building (single- or two-story) ; house ; room,1027,1,n,户,房子,房子,2.0,fang2 zi5,fangzi,8223.0,245.12,3.915,2820.0,45.17,3.4502,n,8223.0,.n.,.8223.,house/building (single- or two-story)/apartment/room,房子
房租,房租,fáng zū,rent for a room or house,9307,3,n,户,房租,房租,2.0,fang2 zu1,fangzu,495.0,14.76,2.6946,298.0,4.77,2.4742,n,495.0,.n.,.495.,rent for a room or house,房租
仿,仿 | 倣 | 彷,fǎng,seemingly ; to copy ; to imitate ; variant of 仿,10541,7,"v,n",亻,仿,仿,1.0,fang3,fang,93.0,2.77,1.9685,61.0,0.98,1.7853,v,90.0,.v.n.,.90.3.,imitate; seemingly; to imitate/to copy,仿
仿佛,仿佛 | 彷彿,fǎng fú,alike ; as if ; similar ; to seem ; variant of 仿佛,4286,6,"d,v",亻,仿佛,仿佛,2.0,fang3 fu2,fangfo,331.0,9.87,2.5198,267.0,4.28,2.4265,d,201.0,.d.v.,.201.130.,to seem/as if/alike/similar,仿佛
仿制,仿製,fǎng zhì,to copy ; to imitate ; to make by imitating a model,22999,7,v,亻,仿制,仿制,2.0,fang3 zhi4,fangzhi,25.0,0.75,1.3979,22.0,0.35,1.3424,v,25.0,.v.,.25.,to copy/to imitate/to make by imitating a model,仿制
访谈,訪談,fǎng tán,to interview ; to visit and discuss,9041,7,"vn,v",讠,访谈,访谈,2.0,fang3 tan2,fangtan,141.0,4.2,2.1492,88.0,1.41,1.9445,vn,130.0,.vn.v.,.130.11.,to visit and discuss/to interview,访谈
访问,訪問,fǎng wèn,to call on ; to interview ; to visit,3182,3,"v,vn",讠,访问,访问,2.0,fang3 wen4,fangwen,477.0,14.22,2.6785,309.0,4.95,2.49,v,305.0,.v.vn.,.305.172.,to visit/to call on/to interview,访问
纺织,紡織,fǎng zhī,spinning and weaving,15626,7,"vn,n",纟,纺织,纺织,2.0,fang3 zhi1,fangzhi,23.0,0.69,1.3617,21.0,0.34,1.3222,vn,12.0,.vn.n.,.12.11.,spinning and weaving,纺织
放,放,fàng,to free ; to let go ; to let out ; to place ; to put ; to release ; to set off (fireworks),280,1,v,攵,放,放,1.0,fang4,fang,19099.0,569.33,4.281,5341.0,85.55,3.7276,v,19099.0,.v.,.19099.,to release/to free/to let go/to put/to place/to let out/to set off (fireworks),放
放大,放大,fàng dà,to enlarge ; to magnify,5489,5,"v,vn",攵,放大,放大,2.0,fang4 da4,fangda,335.0,9.99,2.525,246.0,3.94,2.3909,v,327.0,.v.vn.,.327.8.,to enlarge/to magnify,放大
放到,放到,fàng dào,Put in,3107,3,v,攵,放到,放到,2.0,fang4 dao4,fangdao,708.0,21.11,2.85,596.0,9.55,2.7752,v,708.0,.v.,.708.,#,放到
放过,放過,fàng guò,to let off ; to let sb get away with sth ; to let slip by,6937,7,v,攵,放过,放过,2.0,fang4 guo1/guo4,fangguo,211.0,6.29,2.3243,196.0,3.14,2.2923,v,211.0,.v.,.211.,#,放过
放假,放假,fàng jià,to have a holiday or vacation,6177,1,v,攵,放假,放假,2.0,fang4 jia4,fangjia,183.0,5.46,2.2625,146.0,2.34,2.1644,v,183.0,.v.,.183.,to have a holiday or vacation,放假
放弃,放棄,fàng qì,to renounce; to abandon; to give up,994,5,v,攵,放弃,放弃,2.0,fang4 qi4,fangqi,4823.0,143.77,3.6833,2525.0,40.45,3.4023,v,4823.0,.v.,.4823.,to renounce/to abandon/to give up,放弃
放水,放水,fàng shuǐ,(sports) to throw a game ; to let water out ; to turn on the water,18677,7,v,攵,放水,放水,2.0,fang4 shui3,fangshui,51.0,1.52,1.7076,38.0,0.61,1.5798,v,51.0,.v.,.51.,#,放水
放肆,放肆,fàng sì,impudent ; presumptuous ; unbridled ; wanton,17039,7,"a,an",攵,放肆,放肆,2.0,fang4 si4,fangsi,52.0,1.55,1.716,49.0,0.78,1.6902,a,44.0,.a.an.,.44.8.,"wanton, unbridled",放肆
放松,放鬆,fàng sōng,to relax; to slacken; to loosen,2311,4,"v,vn,a",攵,放松,放松,2.0,fang4 song1,fangsong,4092.0,121.98,3.6119,2194.0,35.14,3.3412,v,4061.0,.v.vn.a.,.4061.21.10.,to loosen/to relax,放松
放下,放下,fàng xià,to lay down ; to let go of ; to lower (the blinds etc) ; to put down ; to relinquish ; to set aside,2179,2,v,攵,放下,放下,2.0,fang4 xia5,fangxia,3156.0,94.08,3.4991,1648.0,26.4,3.217,v,3156.0,.v.,.3156.,lay down/put down/let go/release,放下
放心,放心,fàng xīn,to be at ease ; to feel reassured ; to feel relieved,2458,2,"v,vn",攵,放心,放心,2.0,fang4 xin1,fangxin,1144.0,34.1,3.0584,857.0,13.73,2.933,v,1139.0,.v.vn.,.1139.5.,to set one's mind at rest/to be at ease/to rest,放心
放学,放學,fàng xué,to dismiss students at the end of the school day,7209,1,v,攵,放学,放学,2.0,fang4 xue2,fangxue,430.0,12.82,2.6335,310.0,4.97,2.4914,v,430.0,.v.,.430.,classes are over,放学
放映,放映,fàng yìng,to screen ; to show (a movie),10612,7,"v,vn",攵,放映,放映,2.0,fang4 ying4,fangying,104.0,3.1,2.017,74.0,1.19,1.8692,v,97.0,.v.vn.,.97.7.,to show (a movie)/to screen,放映
放置,放置,fàng zhì,to put,9015,7,"v,vn",攵,放置,放置,2.0,fang4 zhi4,fangzhi,124.0,3.7,2.0934,117.0,1.87,2.0682,v,121.0,.v.vn.,.121.3.,put,放置
放纵,放縱,fàng zòng,boorish ; indulgent ; permissive ; self-indulgent ; to connive at ; to indulge ; to pamper ; uncultured ; undisciplined ; unrestrained,11175,7,"v,vn",攵,放纵,放纵,2.0,fang4 zong4,fangzong,153.0,4.56,2.1847,128.0,2.05,2.1072,v,136.0,.v.vn.,.136.17.,to let sb have their own way/to connive at/to indulge/unrestrained/undisciplined/uncultured/boorish,放纵
飞,飛,fēi,to fly,779,1,"v,g,vn",飞,飞,飞,1.0,fei1,fei,3894.0,116.08,3.5904,1785.0,28.59,3.2516,v,3824.0,.v.g.vn.,.3824.69.1.,to fly,飞
飞船,飛船,fēi chuán,airship ; dirigible ; spacecraft ; spaceship,4796,6,n,飞,飞船,飞船,2.0,fei1 chuan2,feichuan,751.0,22.39,2.8756,184.0,2.95,2.2648,n,751.0,.n.,.751.,airship/spaceship,飞船
飞机,飛機,fēi jī,airplane,1067,1,n,飞,飞机,飞机,2.0,fei1 ji1,feiji,5020.0,149.64,3.7007,1616.0,25.88,3.2084,n,5020.0,.n.,.5020.,airplane/CL: 架[jia4],飞机
飞速,飛速,fēi sù,rapidly ; swift,14513,7,"d,a,b",飞,飞速,飞速,2.0,fei1 su4,feisu,47.0,1.4,1.6721,42.0,0.67,1.6232,d,43.0,.d.a.b.,.43.2.2.,flying speed/rapid (growth),飞速
飞往,飛往,fēi wǎng,Go to,8558,7,v,飞,飞往,飞往,2.0,fei1 wang3/wang4,feiwang,279.0,8.32,2.4456,150.0,2.4,2.1761,v,279.0,.v.,.279.,#,飞往
飞翔,飛翔,fēi xiáng,to circle in the air ; to soar,9925,7,"v,vn",飞,飞翔,飞翔,2.0,fei1 xiang2,feixiang,214.0,6.38,2.3304,156.0,2.5,2.1931,v,209.0,.v.vn.,.209.5.,fly,飞翔
飞行,飛行,fēi xíng,(of planes etc) to fly ; aviation ; flight ; flying,2835,3,"vn,v",飞,飞行,飞行,2.0,fei1 xing2,feixing,1049.0,31.27,3.0208,428.0,6.86,2.6314,vn,681.0,.vn.v.,.681.368.,aviation/flying,飞行
飞行员,飛行員,fēi xíng yuán,aviator ; pilot,5972,6,n,飞,飞行员,飞行员,3.0,fei1 xing2 yuan2,feixingyuan,608.0,18.12,2.7839,253.0,4.05,2.4031,n,608.0,.n.,.608.,pilot/aviator,飞行员
飞跃,飛躍,fēi yuè,to leap,11816,7,"vn,v",飞,飞跃,飞跃,2.0,fei1 yue4,feiyue,84.0,2.5,1.9243,64.0,1.03,1.8062,vn,77.0,.vn.v.,.77.7.,to leap,飞跃
非,非,Fēi | fēi,"(coll.) to insist on; simply must ; abbr. for 洲, Africa ; non-; un-; in-; de- ; to not be; not ; to reproach; to blame ; wrong; incorrect",949,4,b,非,非,非,1.0,fei1,fei,1948.0,58.07,3.2896,1414.0,22.65,3.1504,b,1948.0,.b.,.1948.,non-/not-/un-/abbr. for Africa 非洲/wrong/evil-doing/insist on/simply must,非
非常,非常,fēi cháng,unusual; extraordinary ; very; really,194,1,"d,b",非,非常,非常,2.0,fei1 chang2,feichang,26976.0,804.14,4.431,5138.0,82.3,3.7108,d,26633.0,.d.b.,.26633.343.,unusual/extraordinary/extreme/very/exceptional,非常
非得,非得,fēi děi,"(followed by a verb phrase, then – optionally – 不可, or 不行 etc) must",8384,7,d,非,非得,非得,2.0,fei1 de2/de5/dei3,feidei,544.0,16.22,2.7356,471.0,7.54,2.673,d,544.0,.d.,.544.,#,非得
非法,非法,fēi fǎ,illegal,2403,7,"b,d",非,非法,非法,2.0,fei1 fa3,feifa,1034.0,30.82,3.0145,704.0,11.28,2.8476,b,608.0,.b.d.,.608.426.,illegal,非法
非凡,非凡,fēi fán,"out of the ordinary ; unusually (good, talented etc)",7729,7,z,非,非凡,非凡,2.0,fei1 fan2,feifan,314.0,9.36,2.4969,255.0,4.08,2.4065,z,314.0,.z.,.314.,"out of the ordinary/unusually (good, talented etc)",非凡
非金属,非金屬,fēi jīn shǔ,nonmetal (chemistry),53625,7,n,非,非金属,非金属,3.0,fei1 jin1 shu3,feijinshu,2.0,0.06,0.301,2.0,0.03,0.301,n,2.0,.n.,.2.,"nonmetal, includes: carbon C 碳, nitrogen N 氮, oxygen O 氧, phosphorus P 磷, sulfur S 硫, selenium S 硒 (and others in some classifications)",非金属
绯闻,緋聞,fēi wén,sex scandal,10416,7,n,纟,绯闻,绯闻,2.0,fei1 wen2,feiwen,155.0,4.62,2.1903,96.0,1.54,1.9823,n,155.0,.n.,.155.,#,绯闻
肥,肥,féi,fat ; fertile ; fertilizer ; loose-fitting or large ; manure ; to become rich by illegal means ; to fertilize,2580,4,"n,a,v",⺼,肥,肥,1.0,fei2,fei,952.0,28.38,2.9786,530.0,8.49,2.7243,n,509.0,.n.a.v.,.509.420.23.,loose-fitting/fat/fertile,肥
肥料,肥料,féi liào,fertilizer ; manure,11710,7,n,⺼,肥料,肥料,2.0,fei2 liao4,feiliao,84.0,2.5,1.9243,54.0,0.86,1.7324,n,84.0,.n.,.84.,fertilizer/manure,肥料
肥胖,肥胖,féi pàng,fat; obese,8910,7,"a,an",⺼,肥胖,肥胖,2.0,fei2 pan2/pang4,feipang,146.0,4.35,2.1644,109.0,1.75,2.0374,a,108.0,.a.an.,.108.38.,#,肥胖
肥沃,肥沃,féi wò,fertile,28240,7,a,⺼,肥沃,肥沃,2.0,fei2 wo4,feiwo,18.0,0.54,1.2553,16.0,0.26,1.2041,a,18.0,.a.,.18.,fertile,肥沃
肥皂,肥皂,féi zào,soap,10619,7,n,⺼,肥皂,肥皂,2.0,fei2 zao4,feizao,364.0,10.85,2.5611,239.0,3.83,2.3784,n,364.0,.n.,.364.,soap; soap,肥皂
诽谤,誹謗,fěi bàng,to libel ; to slander,14273,7,"v,vn",讠,诽谤,诽谤,2.0,fei3 bang4,feibang,150.0,4.47,2.1761,107.0,1.71,2.0294,v,133.0,.v.vn.,.133.17.,slander/libel,诽谤
废,廢 | 癈,fèi,abandoned ; crippled ; disabled ; to abandon ; to abolish ; to abrogate ; to depose ; to discard ; to oust ; variant of 废 ; waste,5340,7,"g,v",广,废,废,1.0,fei4,fei,336.0,10.02,2.5263,241.0,3.86,2.382,g,175.0,.g.v.,.175.161.,abolish/crippled/abandoned/waste,废
废除,廢除,fèi chú,to abolish ; to abrogate ; to repeal,12112,7,"v,vn",广,废除,废除,2.0,fei4 chu2,feichu,115.0,3.43,2.0607,87.0,1.39,1.9395,v,114.0,.v.vn.,.114.1.,abolish/abrogate/repeal,废除
废话,廢話,fèi huà,No kidding! (gently sarcastic) ; You don't say! ; nonsense ; rubbish ; superfluous words,6470,7,n,广,废话,废话,2.0,fei4 hua4,feihua,1300.0,38.75,3.1139,971.0,15.55,2.9872,n,1300.0,.n.,.1300.,Duh! (sarcastic interjection)/nonsense/rubbish/superfluous words,废话
废品,廢品,fèi pǐn,discarded material ; production rejects ; scrap ; seconds,14138,7,n,广,废品,废品,2.0,fei4 pin3,feipin,68.0,2.03,1.8325,41.0,0.66,1.6128,n,68.0,.n.,.68.,production rejects/seconds/scrap/discarded material,废品
废寝忘食,廢寢忘食,fèi qǐn wàng shí,to be completely wrapped up in one's work ; to neglect sleep and forget about food (idiom) ; to skip one's sleep and meals,42829,7,v,广,废寝忘食,废寝忘食,4.0,fei4 qin3 wang4 shi2,feiqinwangshi,8.0,0.24,0.9031,8.0,0.13,0.9031,v,8.0,.v.,.8.,to neglect sleep and food (idiom); to skip one's sleep and meals/to be completely wrapped up in one's work,废寝忘食
废物,廢物,fèi wù,rubbish ; useless person ; waste material,7005,7,n,广,废物,废物,2.0,fei4 wu4,feiwu,722.0,21.52,2.8585,498.0,7.98,2.6972,n,722.0,.n.,.722.,rubbish/waste material/useless person,废物
废墟,廢墟,fèi xū,ruins,10824,7,n,广,废墟,废墟,2.0,fei4 xu1,feixu,172.0,5.13,2.2355,120.0,1.92,2.0792,n,172.0,.n.,.172.,ruins,废墟
沸沸扬扬,沸沸揚揚,fèi fèi yáng yáng,abuzz ; bubbling and gurgling ; hubbubing,23423,7,l,氵,沸沸扬扬,沸沸扬扬,4.0,fei4 fei4 yang2 yang2,feifeiyangyang,17.0,0.51,1.2304,17.0,0.27,1.2304,l,17.0,.l.,.17.,#,沸沸扬扬
沸腾,沸騰,fèi téng,(of a liquid) to boil ; (of sentiments etc) to boil over ; to be impassioned ; to flare up,11120,7,"v,vn",氵,沸腾,沸腾,2.0,fei4 teng2,feiteng,130.0,3.88,2.1139,123.0,1.97,2.0899,v,129.0,.v.vn.,.129.1.,boiling/ebullition,沸腾
肺,肺,fèi,lung,3353,6,n,⺼,肺,肺,1.0,fei4,fei,565.0,16.84,2.752,384.0,6.15,2.5843,n,565.0,.n.,.565.,lung,肺
费,費,Fèi | fèi,expenses ; fee ; surname Fei ; to cost ; to spend ; wasteful,1997,3,"n,v,nr",贝,费,费,1.0,fei4,fei,1142.0,34.04,3.0577,835.0,13.37,2.9217,n,612.0,.n.v.nr.,.612.508.22.,to cost/to spend/fee/wasteful/expenses/surname Fei,费
费劲,費勁,fèi jìn,strenuous ; to require effort,14739,7,a,贝,费劲,费劲,2.0,fei4 jin4,feijin,139.0,4.14,2.143,129.0,2.07,2.1106,a,139.0,.a.,.139.,to require effort/strenuous,费劲
费用,費用,fèi yòng,cost ; expenditure ; expense,2364,3,n,贝,费用,费用,2.0,fei4 yong4,feiyong,605.0,18.03,2.7818,455.0,7.29,2.658,n,605.0,.n.,.605.,cost/expenditure/expense,费用
分,分,fèn | fēn,(bound form) branch of (an organization); sub- (as in 局) ; 0.01 yuan (unit of money) ; a point (in sports or games) ; component ; fraction ; ingredient ; minute (angular measurement unit) ; minute (unit of time) ; one tenth (of certain units) ; part ; share ; to distinguish (good and bad) ; to distribute; to allocate ; to divide; to separate ; unit of length equivalent to 0.33 cm,372,1,"t,qt,v,g,n,d",刀,分,分,1.0,fen1/fen4,fen,5455.0,162.61,3.7368,2563.0,41.05,3.4087,t,2062.0,.t.qt.v.g.n.d.,.2062.1711.1598.59.24.1.,to divide/to separate/to allocate/to distinguish (good and bad)/part or subdivision/fraction/one tenth (of certain units)/unit of length equivalent to 0.33 cm/minute/a point (in sports or games); part,分
分辨,分辨,fēn biàn,to distinguish; to differentiate ; to resolve,9367,7,"v,vn",刀,分辨,分辨,2.0,fen1 bian4,fenbian,241.0,7.18,2.382,209.0,3.35,2.3201,v,240.0,.v.vn.,.240.1.,to distinguish/to differentiate/to resolve/to defend against an accusation/to exculpate,分辨
分别,分別,fēn bié,difference; distinction ; in different ways; differently ; separately; individually ; to distinguish; to tell apart ; to part; to leave each other,2885,3,"d,v",刀,分别,分别,2.0,fen1 bie2,fenbie,350.0,10.43,2.5441,308.0,4.93,2.4886,d,348.0,.d.v.,.348.2.,difference/distinction/apart/separate/separately/respectively,分别
分布,分佈,fēn bù,"(statistical, geographic) distribution ; to be distributed (over an area etc) ; to distribute ; to scatter",7247,4,"v,vn",刀,分布,分布,2.0,fen1 bu4,fenbu,93.0,2.77,1.9685,86.0,1.38,1.9345,v,77.0,.v.vn.,.77.16.,distributed/to distribute,分布
分成,分成,fēn chéng,percentage allotment ; tenths ; to break into ; to divide (into) ; to split a bonus,6386,5,"v,vn",刀,分成,分成,2.0,fen1 cheng2,fencheng,253.0,7.54,2.4031,224.0,3.59,2.3502,v,251.0,.v.vn.,.251.2.,to divide (into)/to split a bonus/to break into,分成
分寸,分寸,fēn cun,appropriate behavior ; proper speech or action ; propriety ; within the norms,25716,7,n,刀,分寸,分寸,2.0,fen1 cun4,fencun,23.0,0.69,1.3617,22.0,0.35,1.3424,n,23.0,.n.,.23.,propriety/appropriate behavior/proper speech or action/within the norms,分寸
