simplified,pinyin,meaning,hsk_level,pos,radical,Difficulty_Human_PCA
周旋,zhōu xuán,to contend ; to deal with ; to mix with others ; to socialize,7.0,"v,vn",口,2.871855733406928
周边,zhōu biān,all around ; perimeter ; peripheral (computing) ; periphery ; rim ; spin-offs ; surroundings,7.0,"n,nr",口,0.24313850255547378
味精,wèi jīng,monosodium glutamate (MSG),7.0,n,口,0.5753896306554397
味道,wèi dao,(dialect) smell; odor ; (fig.) feeling (of ...); sense (of ...); hint (of ...) ; (fig.) interest; delight ; flavor; taste,2.0,n,口,-1.3449992173277554
呵护,hē hù,to bless ; to cherish ; to conserve ; to take good care of,7.0,"v,vn",口,-1.1705475287216507
呼吸,hū xī,to breathe,4.0,"v,vn",口,-1.5950900336056124
呼唤,hū huàn,to call out (a name etc) ; to shout,7.0,"v,vn",口,-0.9829468695564277
呼应,hū yìng,(linguistics) agreement ; to conform (with) ; to correlate well ; to echo,7.0,v,口,-0.599283342450316
呼救,hū jiù,to call for help,7.0,v,口,-0.24935025540401948
呼吁,hū yù,an appeal ; to appeal (to) ; to call on (sb to do sth),7.0,"v,vn",口,-0.46311866786015804
呼声,hū shēng,"a shout ; fig. opinion or demand, esp. expressed by a group",7.0,n,口,1.6719381145859422
命令,mìng lìng,command ; order,5.0,"n,v",口,-0.7816764885228181
命名,mìng míng,named after ; naming ; to christen ; to designate ; to dub ; to give a name to,7.0,"v,vn",口,-0.7819368641774539
命运,mìng yùn,fate; destiny,3.0,n,口,-1.213651492348363
命题,mìng tí,"proposition (logic, math.) ; to assign an essay topic",7.0,n,口,1.070860915858787
和尚,hé shang,Buddhist monk,7.0,n,口,-0.09848614911138737
和平,Hé píng | hé píng,"Heping District of Shenyang city 沈阳市, Liaoning ; Heping or Hoping Township in Taichung County 台中县, Taiwan ; peace ; peaceful",3.0,"n,ad,a",口,-1.5259602972997595
和气,hé qi,amiable ; friendly ; polite,7.0,"a,ad,an",口,-0.4594734086952532
和睦,hé mù,harmonious ; peaceful relations,7.0,"a,an,ad",口,0.7439828670322343
和解,hé jiě,conciliation ; settlement ; to become reconciled ; to reconcile ; to settle (a dispute out of court),7.0,"v,vn",口,-0.1420754856939966
和谐,hé xié,(euphemism) to censor ; harmonious ; harmony,6.0,"a,an,ad",口,-0.7583728674328971
咖啡,kā fēi,coffee (loanword),3.0,n,口,-0.9645903859045918
咱们,zán men,(dialect) (in a coaxing or familiar way) you ; (dialect) I or me ; also pr. [zá men] ; we or us (including both the speaker and the person(s) spoken to),2.0,r,口,2.8439601600075024
咳嗽,ké sou,to cough,7.0,v,口,-0.5264017447211581
咽喉,yān hóu,throat,7.0,n,口,-1.111181879464647
哀求,āi qiú,to entreat ; to implore ; to plead,7.0,"v,vn",口,-0.7611068118065754
品尝,pǐn cháng,to sample ; to taste a small amount,7.0,v,口,-0.7396258202991075
品德,pǐn dé,moral character,7.0,n,口,-0.23827249729753283
品牌,pǐn pái,brand name ; trademark,6.0,n,口,-0.277601013932024
品种,pǐn zhǒng,breed ; variety,5.0,n,口,-0.3243266511547236
品行,pǐn xíng,behavior ; moral conduct,7.0,n,口,-0.5766306604969857
品质,pǐn zhì,"character ; intrinsic quality (of a person) ; quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)",4.0,n,口,-0.783368930277952
哆嗦,duō suo,to shiver ; to tremble ; uncontrolled shaking of the body,7.0,v,口,2.4633145384986204
哎呀,āi yā,"interjection of wonder, shock or admiration",7.0,e,口,0.9711488329176665
员工,yuán gōng,employee ; personnel ; staff,3.0,n,口,-1.2309546805971971
哥哥,gē ge,older brother,1.0,n,口,-1.7244967339596924
哪些,nǎ xiē,what? ; which ones? ; who?,1.0,r,口,0.08118484537189505
哪儿,nǎ r,(used in rhetorical questions) how can ...?; how could ...? ; where? ; wherever; anywhere; somewhere,1.0,r,口,-0.30557960402093254
哪怕,nǎ pà,even ; even if ; even though ; no matter how,4.0,c,口,0.30017256370521156
哭泣,kū qì,to weep,7.0,"v,vn",口,-0.5989045717528196
哲学,zhé xué,philosophy,6.0,n,口,0.0875640489104766
哺育,bǔ yù,(fig.) to nurture; to foster ; to feed,7.0,"v,vn",口,2.0216226187620587
售价,shòu jià,selling price,7.0,n,口,-0.4454249161293687
唯一,wéi yī,only; sole,5.0,"b,d",口,-0.8003051406137487
唯独,wéi dú,all except ; just (i.e. it is only that...) ; only ; unique,7.0,d,口,0.2135858657542906
唱歌,chàng gē,to sing a song,1.0,"v,vn",口,-0.9153911799628497
唱片,chàng piàn,LP ; gramophone record ; music CD ; musical album,4.0,n,口,-0.927096291637011
唾液,tuò yè,saliva,7.0,n,口,-0.02413710692835683
商人,shāng rén,businessman ; merchant,2.0,n,口,-0.6886157775593725
商务,shāng wù,business ; commerce ; commercial ; commercial affairs,4.0,n,口,-0.7775104780486418
商品,shāng pǐn,commodity ; goods ; merchandise,3.0,n,口,-0.6261020348778209
商场,shāng chǎng,department store ; emporium ; shopping center ; shopping mall ; the business world,1.0,n,口,-0.36978578845761795
商店,shāng diàn,store; shop,1.0,n,口,-1.2706619679291833
商业,shāng yè,business ; commerce ; trade,3.0,n,口,-1.0458275901510168
商标,shāng biāo,logo ; trademark,5.0,n,口,0.7938330121105657
商讨,shāng tǎo,to deliberate ; to discuss,7.0,v,口,-0.43082029390083776
商贩,shāng fàn,peddler ; trader,7.0,n,口,-0.12487889970356413
商贾,shāng gǔ,merchant,7.0,,口,7.339886710445969
商量,shāng liang,to consult ; to discuss ; to talk over,2.0,v,口,-1.5840240682835829
问世,wèn shì,to be published ; to come out,7.0,"v,vn",门,1.2135585673837617
问候,wèn hòu,(fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking) ; to give one's respects ; to send a greeting,4.0,"vn,v",门,-0.48771237443879895
问卷,wèn juàn,questionnaire,7.0,n,门,-1.2649337035271926
问路,wèn lù,to ask for directions ; to ask the way (to some place),2.0,v,门,-0.23281640133463513
问题,wèn tí,issue ; problem ; question ; topic,2.0,n,门,-1.6254237973707026
启事,qǐ shì,"a notice ; announcement (written, on billboard, letter, newspaper or website) ; to post information",5.0,n,口,-0.49929909107009973
启动,qǐ dòng,(fig.) to set in motion ; to activate (a plan) ; to launch (an operation) ; to start (a machine),5.0,"v,vn",口,-0.2347810115288635
启发,qǐ fā,enlightenment ; motivation ; revelation ; to enlighten ; to explain (a text etc) ; to stimulate (a mental attitude),5.0,"v,vn",口,0.47747659172785356
启示,qǐ shì,enlightenment ; illumination ; lesson ; moral (of a story etc) ; revelation ; to enlighten ; to reveal,7.0,"vn,v",口,-0.11448745908704175
启迪,qǐ dí,enlightenment ; to edify,7.0,"vn,v",口,3.797834577981949
啤酒,pí jiǔ,beer (loanword),3.0,n,口,-1.3297672415315511
善意,shàn yì,benevolence ; goodwill ; kindness,7.0,n,口,0.20134820998639893
善于,shàn yú,to be good at; to be adept at,4.0,v,口,0.3928662967556182
善良,shàn liáng,good and honest ; kindhearted,4.0,"a,an",口,-0.8890932388446161
喇叭,lǎ ba,brass wind instrument ; horn (automobile etc) ; loudspeaker ; suona 锁呐 ; trumpet,7.0,n,口,-0.7897599266009908
喉咙,hóu lóng,the throat,7.0,n,口,-0.6108936446505329
喘息,chuǎn xī,to gasp for breath ; to take a breather,7.0,"v,vn",口,-0.14819431357794244
唤起,huàn qǐ,"to evoke (attention, recollection etc) ; to rouse (the masses) ; to waken (to action)",7.0,v,口,-0.5728552135047631
喜事,xǐ shì,happy occasion ; wedding,7.0,n,口,-0.32837426658603935
喜剧,xǐ jù,comedy,5.0,n,口,-0.9308717386292322
喜好,xǐ hào,fond of ; one's tastes ; preference ; to like ; to love ; to prefer,7.0,"vn,v,an",口,-0.993101520087232
喜悦,xǐ yuè,happy ; joyous,7.0,"an,a",口,-0.5546407104647038
喜爱,xǐ ài,favorite ; to be fond of ; to like ; to love,4.0,"v,vn",口,-0.27409773537889587
喜庆,xǐ qìng,festive ; jubilation,7.0,"v,vn",口,1.1385585860641418
喜欢,xǐ huan,to like; to be fond of,1.0,"v,vn",口,-1.075510414779518
喜酒,xǐ jiǔ,liquor drunk at a wedding feast ; wedding feast,7.0,n,口,0.06544391105087674
喝彩,hè cǎi,to acclaim ; to cheer,7.0,"v,vn",口,0.016244705109136132
喧哗,xuān huá,clamor ; hubbub ; to make a racket,7.0,v,口,-0.27342321067338893
喧闹,xuān nào,noisy ; to make a noise,7.0,"v,vn",口,0.47747659172785356
丧失,sàng shī,to forfeit ; to lose,6.0,"v,vn",十,-0.08584613707708362
丧生,sàng shēng,to die ; to lose one's life,7.0,v,十,-0.037155889660155685
乔装,qiáo zhuāng,to disguise oneself ; to feign ; to pretend,7.0,,大,1.6893832834465516
单一,dān yī,only ; single ; sole,5.0,a,丷,0.1626942180574147
单位,dān wèi,"unit (group of people as a whole) ; unit (of measure) ; work unit (place of employment, esp. in the PRC prior to economic reform)",2.0,n,丷,-1.1301893022530738
单元,dān yuán,(in a residential building) entrance or staircase ; element ; unit (forming an entity),3.0,n,丷,-0.5633515021105512
单打,dān dǎ,singles (in sports),6.0,n,丷,0.4603035913063372
单独,dān dú,alone ; by oneself ; on one's own,4.0,"d,b",丷,-0.21237691244571025
单纯,dān chún,merely ; pure ; purely ; simple ; unsophisticated,4.0,"a,ad",丷,-0.32798370310408426
单薄,dān bó,flimsy ; frail ; thin ; weak,7.0,a,丷,1.047569087553326
单调,dān diào,monotonous,4.0,"a,an",丷,-0.5697307056491328
单身,dān shēn,single ; unmarried,7.0,n,丷,-0.9334872879600514
嗅觉,xiù jué,sense of smell,7.0,n,口,-0.6095681808084366
嗓子,sǎng zi,throat ; voice,7.0,n,口,0.03395024962438131
呜咽,wū yè,to sob ; to whimper,7.0,v,口,0.33480252577179614
嗜好,shì hào,addiction ; habit ; hobby ; indulgence,7.0,n,口,0.8193380334804334
叹气,tàn qì,to heave a sigh ; to sigh,6.0,v,口,-0.9699280868246288
嘉宾,jiā bīn,esteemed guest ; guest (on a show) ; honored guest,6.0,n,口,0.38400173171353824
呕吐,ǒu tù,to vomit,7.0,"v,vn",口,-0.1708352027468138
尝试,cháng shì,to try; to attempt,5.0,"v,vn",⺌,-0.8023881458508361
唠叨,láo dao,garrulous ; nagging ; to chatter away ; to nag ; to prattle,7.0,"v,vn",口,0.08079428188994144
嘲弄,cháo nòng,to make fun of ; to poke fun at ; to tease,7.0,"v,vn",口,0.31528614445855524
嘲笑,cháo xiào,derision ; mockery ; to deride ; to jeer at ; to ridicule,7.0,"v,vn",口,-0.47029079114710415
嘴唇,zuǐ chún,lip,7.0,n,口,0.08132682598367172
嘴巴,zuǐ ba,mouth ; slap in the face,4.0,n,口,-0.7930028294994832
器官,qì guān,(physiology) organ; apparatus,4.0,n,口,-0.36806976113356804
器材,qì cái,equipment ; material,7.0,n,口,-0.11278322454744914
器械,qì xiè,apparatus ; equipment ; instrument ; weapon,7.0,n,口,1.0667066981690707
噪音,zào yīn,noise ; rumble ; static (in a signal),7.0,n,口,-0.907307741884677
喷泉,pēn quán,fountain,7.0,n,口,0.13378072760836351
吓人,xià rén,frightening ; scary ; to scare,7.0,"a,v",口,0.13584014727653362
向导,xiàng dǎo,guide,5.0,n,口,0.5852839055316067
向往,xiàng wǎng,to look forward to ; to yearn for,7.0,"v,vn",口,-0.06838917543201538
严厉,yán lì,severe ; strict,5.0,"a,ad",一,0.3043267813949291
严密,yán mì,"strict ; tight (organization, surveillance etc)",7.0,"a,ad",一,-0.8869984408230714
严峻,yán jùn,grim ; rigorous ; severe,7.0,a,一,0.6296779546470405
严格,yán gé,rigorous ; strict ; stringent ; tight,4.0,"a,ad,v",一,-0.618432745850518
严禁,yán jìn,to strictly prohibit,7.0,v,一,-0.7424899525001036
严肃,yán sù,earnest ; grave ; serious ; severe ; solemn,5.0,"a,ad,v",一,-0.7243938445029033
严谨,yán jǐn,(of writing) well organized; meticulous ; rigorous; strict; careful,7.0,"a,ad",一,-0.9977882818706798
严重,yán zhòng,critical ; grave ; serious ; severe,4.0,"a,ad",一,-1.3629651374976377
嘱咐,zhǔ fù,injunction ; to exhort ; to tell,7.0,"v,vn",口,0.07520799809972589
囚犯,qiú fàn,prisoner; convict,7.0,n,囗,-0.8182592679991723
四周,sì zhōu,all around,5.0,"f,s",囗,-0.09131402582444006
四季,sì jì,"four seasons, namely: spring 春, summer 夏, autumn 秋 and winter 冬",7.0,n,囗,-0.8209932123728505
四处,sì chù,all over the place ; everywhere and all directions,6.0,d,囗,-0.32967614485921953
回来,huí lai,to return; to come back,1.0,v,囗,0.5632585771459486
回信,huí xìn,letter written in reply ; to reply ; to write back,5.0,"n,v",囗,0.37008342697497015
回到,huí dào,to return to,1.0,v,囗,0.15450417772083877
回升,huí shēng,rally (stock market etc) ; to pick up ; to rise again after a fall,7.0,"v,vn",囗,2.4806413123163726
回去,huí qu,to go back ; to return,1.0,v,囗,-1.2088227499531385
回味,huí wèi,aftertaste ; to call to mind and ponder over,7.0,"v,vn",囗,-0.04457659581728169
回国,huí guó,to return to one's home country,2.0,v,囗,1.8356908157830552
回报,huí bào,(in) return ; payback ; reciprocation ; retaliation ; to reciprocate ; to report back,5.0,"v,vn",囗,-0.08402350749463196
回家,huí jiā,to return home,1.0,v,囗,-1.7256684244055547
回复,huí fù,Re: in reply to (email) ; to recover ; to reply ; to return (to a previous condition),4.0,"v,vn",囗,0.12404022612843046
回想,huí xiǎng,to recall ; to recollect ; to think back,7.0,"v,vn",囗,-0.38617766191522557
回忆,huí yì,memories ; to recall,5.0,"v,vn",囗,-1.320914469273927
回应,huí yìng,response ; to respond,6.0,"v,vn",囗,-1.5966522875334281
回扣,huí kòu,a commission paid to a middleman ; a kickback ; brokerage ; euphemism for a bribe,7.0,n,囗,7.576958743992026
回收,huí shōu,to recall (a defective product) ; to reclaim ; to recover ; to recycle ; to retrieve,5.0,"v,vn",囗,-0.6604716212897698
回归,huí guī,regression (statistics) ; to retreat ; to return to,7.0,"v,vn",囗,-0.5870456866824243
回答,huí dá,reply; answer ; to reply; to answer,1.0,"v,vn",囗,-0.6854912697037406
回头,huí tóu,later; by and by ; to turn round; to turn one's head,5.0,"d,v,vn",囗,-0.5267687226341956
回顾,huí gù,to look back ; to review,5.0,"v,vn",囗,-0.28489153226183067
回馈,huí kuì,feedback ; to give back ; to repay a favor,7.0,,囗,1.4464645904556432
回首,huí shǒu,(fig.) to recall the past ; to turn around; to look back,7.0,v,囗,0.1248095603078804
因此,yīn cǐ,thus; consequently; as a result,3.0,c,囗,-0.852510459368262
因为,yīn wèi,because ; on account of ; owing to,2.0,"p,c",囗,-1.675167340190633
因素,yīn sù,element ; factor,6.0,n,囗,-0.0595364031743928
因而,yīn ér,"and as a result, ... ; as a result ; therefore ; thus",5.0,c,囗,1.5422474530083088
困境,kùn jìng,predicament; plight,7.0,n,囗,0.13263262273141735
困惑,kùn huò,bewildered ; confused ; difficult problem ; perplexed ; perplexity,7.0,"a,an",囗,-0.7547276082679938
困扰,kùn rǎo,to cause complications ; to disturb ; to perplex,5.0,"v,vn",囗,-0.48590153764080607
困难,kùn nan,challenging ; difficult ; difficult situation ; straitened circumstances,3.0,"a,an",囗,-0.5110277883131772
固执,gù zhí,obstinate ; stubborn ; to cling to ; to fixate on,7.0,"a,an,v",囗,-0.9416773282966259
固定,gù dìng,fixed ; regular ; set ; to fasten ; to fix ; to set rigidly in place,4.0,"a,v,vn",囗,-0.6984864668666234
固然,gù rán,admittedly (it's true that...),7.0,c,囗,-0.24374038604488782
圈套,quān tào,trap; snare; trick,7.0,n,囗,0.30459894983402214
圈子,quān zi,(social) circle ; circle ; ring,7.0,n,囗,-0.5597180357301051
国内,guó nèi,civil ; domestic ; internal (to a country),3.0,s,囗,0.4114713632776326
国土,guó tǔ,country's territory ; national land,7.0,n,囗,0.29690607523780305
国外,guó wài,abroad ; external (affairs) ; foreign ; overseas,1.0,s,囗,-0.4486560262434023
国家,guó jiā,country; nation; state,1.0,n,囗,-1.8139357713271507
国宝,guó bǎo,national treasure,7.0,n,囗,0.6241982731152267
国徽,Guó huī | guó huī,national coat of arms ; national emblem ; the national emblem of the PRC (a red circle containing the five stars of the PRC flag over Tiananmen 天安门),7.0,,囗,3.4904964960375535
国情,guó qíng,current state of a country ; the characteristics and circumstances particular to a country,7.0,n,囗,0.44910743815699
国庆,Guó qìng,National Day,3.0,"t,n",囗,-1.2822486845604841
国旗,guó qí,flag (of a country),6.0,n,囗,-0.3636551677892133
国会,Guó huì,Congress (US) ; Diet (Japan) ; Legislative Yuan (Taiwan) ; Parliament (UK),6.0,n,囗,1.5640124057393283
国有,guó yǒu,government owned ; nationalized ; public ; state-owned,7.0,vn,囗,7.735136954183383
国歌,guó gē,national anthem,6.0,n,囗,-0.4620653724571548
国民,guó mín,citizens ; nationals ; people of a nation,5.0,n,囗,0.23634514996602138
国王,guó wáng,king,6.0,n,囗,0.29429052590698423
国产,guó chǎn,domestically produced,6.0,b,囗,-0.6185629336778359
国画,guó huà,traditional Chinese painting,7.0,,囗,1.335272393141623
国籍,guó jí,nationality,5.0,n,囗,-0.8983247817997351
国防,guó fáng,national defense,7.0,n,囗,1.3683401012803917
国际,guó jì,international,2.0,n,囗,-1.0692613990682558
围巾,wéi jīn,scarf ; shawl,4.0,n,囗,-0.8400006351612773
围墙,wéi qiáng,fence ; perimeter wall,7.0,n,囗,-0.2588421740137756
围绕,wéi rào,to center on (an issue) ; to revolve around,5.0,v,囗,0.17492008104084755
园地,yuán dì,garden area,6.0,n,囗,1.916288873677348
园林,yuán lín,gardens; park; landscape garden,5.0,n,囗,3.1160291335331842
